video_id,title,month,view_count,source_file,description,upload_date_raw
sCjvPBEckkk,Israeli army shoots Palestinian street vendor | AJ #shorts,2023-12,76160,AJ,"The family of a Palestinian street vendor in Hebron say he was shot, point blank, by Israeli forces on his way home from work. Al Jazeera correspondent, Nida Ibrahim spoke to the family, and sent this video, capturing the moment he was shot. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-07T15:19:36Z
U9JYhkHzqCc,UNICEF: Lack of basic necessities threatening lives of thousands in Gaza | AJ #shorts,2023-12,85014,AJ,"“Trauma is utterly unprecedented“ UNICEF tells Al Jazeera that the lack of water, food, medicine and protection is becoming an even bigger threat than bombs to the lives of thousands in Gaza.  

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-07T19:53:48Z
tOXOJwihmCg,Video shows Israeli military stripping naked Palestinians in northern Gaza,2023-12,69005,TRT,"In scenes reminiscent of Nazi Germany, the Israeli military blindfolds and strips naked Palestinian civilians in northern Gaza’s Beit Lahia town, according to Euro-Med Human Rights Monitor.

The Geneva-based NGO says Israeli soldiers seized remaining residents of the town of Beit Lahia. Several Palestinians, who were taking refuge in two UN-affiliated schools, were beaten severely and forced to remove all their clothes except underwear.

A young man called Mohammed Al Rai told the Euro-Med Monitor team that he saw at least seven young men being shot dead by the Israeli forces in separate incidents, due to their refusal to comply with the humiliating orders of the Israeli army, the NGO says.

Diaa Al-Kahlot, a journalist working for Al Araby Al Jadeed, was among those seized, according to the NGO, which says several doctors, academics, journalists, and elderly have also been seized.

Several Israeli papers claimed that the footage showed Hamas suspects who had surrendered in Jabalia and other areas.

Osama Hamdan, a member of Hamas’s political bureau, however, denied that there had been mass arrests of the group’s members and denounced the “abuse of unarmed civilians who have nothing to do with military operations.”

TRT World could not independently verify the footage.

Subscribe:
http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Visit our website: http://trt.world",2023-12-08T07:35:32Z
yOmJebKfP78,Thousands gather to create giant Palestinian flag in Spain,2023-12,5730426,TRT,"Over 3000 pro-Palestine protesters in northern Spain formed a massive mosaic with a human chain depicting the Palestine flag, to express their solidarity with Palestinians amid Israel’s war on Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-08T21:25:14Z
bVKXQbi_hEM,Exclusive: TRT World interviews Former US diplomat Robert S Ford,2023-12,430953,TRT,"“I hope Washington chooses saving civilian lives”

Former US diplomat Robert S Ford speaks exclusively to TRT World about the US government’s stance on Israel’s aggressive bombardment of Palestine’s Gaza following its veto of a UN resolution to implement a ceasefire.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-09T11:51:41Z
hzAa-YsQTlY,London woman confronts King Charles to demand ceasefire in Gaza,2023-12,53584,TRT,"A London woman’s attempt to confront King Charles and call for a ceasefire in Gaza, Palestine, was met with silence from the British monarch.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-09T13:54:00Z
It_bm11gIgE,Exclusive interview with former First Minister of Scotland Alex Salmond,2023-12,82109,TRT,"''The Gaza situation is a condemnation of lack of world leadership.''

In an exclusive interview with TRT World, former First Minister of Scotland Alex Salmond criticised the inaction of several global leaders in the face of Israel’s brutal onslaught on Palestine’s Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-09T16:43:07Z
CK69rNEyA7E,Exclusive interview with senior policy fellow Tarek Megerisi,2023-12,40412,TRT,"''You can’t commit a genocide. You can’t just ethnically cleanse an entire city and try to reclaim it.''

In an exclusive interview with TRT World, Tarek Megerisi, senior policy fellow at the European Council on Foreign Relations, spoke about how Israel's current assault on Palestine's Gaza could have long-lasting consequences for the region.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-09T17:51:44Z
pwlMGLH4nss,Secretary General of Doctors Without Borders speaks to TRT World,2023-12,75987,TRT,"Secretary General of Doctors Without Borders Chris Lockyear expresses concern over Israel’s war on Palestine’s Gaza and reacts to US’ veto of a UN Security Council resolution calling for an immediate humanitarian ceasefire in the besieged enclave.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-09T20:40:31Z
pMu674-TQD0,Worldwide protests call for ceasefire in Palestine’s Gaza,2023-12,43343,TRT,"Solidarity marches for Palestine’s Gaza have overtaken cities around the world, echoing demands for a permanent ceasefire amid Israel’s brutal war on the besieged enclave. #ceasefirenow #gaza #solidarity  


Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-10T11:57:22Z
kb5Sk-GYLp0,Sirens blare in Spanish civil war town of Guernica in solidarity with Gaza | AJ #shorts,2023-12,872918,AJ,"Hear the moment an air raid siren blares in Guernica, Spain as protesters form the Palestinian flag in the same market square that was bombed by Nazi and fascist forces during the Spanish civil war.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-10T14:01:06Z
U0uJc79aIG8,Grieving Palestinian father promises to avenge son’s killing,2023-12,75093,TRT,"A Palestinian father grieves the killing of his son by Israeli snipers in Khan Younis in the south of Palestine’s besieged Gaza enclave.

The overcrowded city is home to around 600,000 displaced civilians and is facing heavy bombardment by Israeli forces that have destroyed water supply lines and main roads connecting Khan Younis to Rafah.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-10T15:30:24Z
n9lWCR077M0,"Palestinian widow mourns husband's death, hugging his shoe",2023-12,1093683,TRT,"''This is what is left of him.''

Rouzam al Ashram, a Palestinian widow, mourned the loss of her husband while clinging to his shoe as a memory. Ashram's husband was killed in an Israeli air strike on Palestine's Gaza on December 9.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-10T16:48:52Z
JTvFtsuuob4,Calls for 'water justice' in Gaza at COP28,2023-12,24708,TRT,"“We want to end water apartheid and to promote that water justice is a human right”

Campaigners at UN Climate Change Conference call for an end to Israel’s “weaponization of water” in Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-10T19:51:08Z
iwK1PAGvt9k,Israeli soldier makes video vandalising Palestinian shop in Gaza | AJ #shorts,2023-12,190515,AJ,"An Israeli soldier has made a video that shows him vandalising a Palestinian-owned shop in Gaza and mocking its contents.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-11T09:12:30Z
pRePDtsIgZw,Occupied East Jerusalem shops heed the global strike call for Gaza,2023-12,49628,TRT,"Shops in Palestine’s occupied East Jerusalem have united in a general strike — despite the economic difficulties they face — in response to a call for a global strike on December 11 to demonstrate solidarity with the people of Gaza, where around 2.2 million people are suffering under Israel’s continuous bombardment and crippling blockade. This comes in the light of a US veto on Friday, December 9, against an immediate humanitarian ceasefire in Gaza. 

#ShutItDown4Palestine #StrikeforGazaSubscribe:

 http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-11T13:29:59Z
uOvP3J3QBtU,Rabbi Weiss denounces Israel’s atrocities in Palestine’s Gaza,2023-12,1864005,TRT,"“We cry and hurt with the people of Gaza and Palestine”

American Rabbi Yisroel Dovid Weiss decried the Israeli state’s ongoing onslaught on Gaza at the European Summit for Palestine in Istanbul, refuting the claim that the war is in the name of Judaism.
#zionism #israelpalestineconflict #gaza 


Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-11T15:16:08Z
zPWdUdxpdjE,Israeli journalist on the disparity of media’s Gaza coverage,2023-12,173504,TRT,"“The Israelis see nothing because they don’t want to see anything.”

Israeli journalist Gideon Levy criticised Israeli media coverage of the country’s war on Palestinians in Gaza while attending the TRT World Forum in Istanbul.
#journalist #israelpalestineconflict 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-11T15:18:10Z
jj4HVvBtNAc,Illegal Israeli settlers loot Palestinians' olive grove in West Bank,2023-12,32843,TRT,"Illegal Jewish settlers ruin Palestinians’ olive grove, stealing olives while under the protection of Israeli soldiers, in the town of Awarta in the occupied West Bank.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-11T18:33:15Z
btbi7tMJ7bg,Former Israeli negotiator says Netanyahu's war on Gaza is not going well,2023-12,301211,TRT,"Former Israeli negotiator Daniel Levy told TRT Arabi that Israel's war on Palestine's Gaza is going badly, and that Israeli Prime Minister Netanyahu wants to prolong the war in order to escape accountability for his failures on October 7th.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-11T20:00:06Z
PWtbkotIqiE,Saudi FM hits back at reporter’s Gaza refugee question,2023-12,15181299,TRT,"“The Palestinians have a right to their land.”

Saudi Arabia’s Foreign Minister Faisal bin Farhan Al Saud’s response — to a question posed on November 29 about Arab countries’ readiness to accept Palestinians as refugees amid Israel’s war on the besieged Gaza enclave — has garnered attention on social media.
#palestinianland #palestine #occupation 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-12T09:49:21Z
a2ifDfVvQDk,Pro-Palestine protest outside the US embassy in Chile | AJ #shorts,2023-12,118240,AJ,"Police in Chile have hit pro-Palestine protesters with water cannons outside the US embassy. A crowd had gathered to condemn US support for Israel which they say comes at the expense of Palestinian lives in Gaza.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-12T10:29:27Z
fsz5I7K3Lnw,Activists storm US Senate to protest arms transfer to Israel,2023-12,514580,TRT,"Dozens of activists demonstrate inside the US Senate building to decry $14 billion US military package to Israel and demand a ceasefire in Israel’s war on Gaza

The protest, organised by US Campaign for Palestinian Rights and Jewish Voice for Peace, took place in the Hart Senate Office Building, which is part of the US Capitol complex and where many senators have their offices. One demonstrator tied himself to a 15-metre-high sculpture.

The Capitol police says it arrested 51 people who took part in the civil disobedience protest.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-12T13:46:15Z
PXNCGuOCIrM,Israeli forces blow up UNRWA school in northern Gaza | AJ #shorts,2023-12,184597,AJ,"A video shows the moment Israeli forces blew up a UNRWA school building in Beit Hanoun in northern Gaza. The military says it was used as a Hamas outpost and soldiers can be heard cheering in the background.  UN schools and buildings continue to be targeted by Israel, while also being used as shelters for thousands of displaced Palestinians.  

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-12T14:28:22Z
_T5ahjjDn94,Grandmother mourns one-month-old killed in Israeli airstrike in Gaza,2023-12,28019,TRT,"“He was born at the beginning of the war…died in the war”

A Palestinian woman grieves the loss of her one-month-old grandchild, who was born and then killed alongside his mother in an Israeli airstrike, amidst the Israeli state’s brutal war on Palestine’s Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-12T15:03:06Z
3WPjIZP6sZw,Israeli soldiers cheer after striking a UNRWA school in Palestine’s Gaza,2023-12,83213,TRT,"A group of Israeli soldiers cheer as they blow up a UN-funded school which housed displaced civilians in Palestine’s Gaza into a pile of rubble.

According to eyewitnesses, the Israeli army stormed several schools in northern Gaza, kicking out displaced women and children and arresting the men.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-13T08:09:37Z
r9L2Ir9qXSQ,Polish lawmaker uses fire extinguisher on Hanukkah candles,2023-12,63653,AJ,"A far-right Polish lawmaker was excluded from a parliament session after using a fire extinguisher to put out candles marking the Jewish festival of Hanukkah. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-13T08:59:19Z
xMxiaTH7J9I,Polish far-right lawmaker extinguishes Hanukkah candle in parliament | DW Shorts,2023-12,14897,DW,"A far-right lawmaker in the Polish parliament used a fire extinguisher to put out the candles on a menorah being lit in the parliament lobby for the Jewish holiday of Hanukkah.

All major political forces quickly condemned the incident by Grzegorz Braun and said there would be no tolerance for antisemitic and xenophobic behavior in the Sejm, the Polish parliament.

The speaker of the parliament, Szymon Holownia, called the act ""absolutely scandalous"" and excluded Braun from the day's parliamentary proceedings. 

Subscribe: https://www.youtube.com/user/deutschewelleenglish?sub_confirmation=1

For more news go to: http://www.dw.com/en/
Follow DW on social media:
►Facebook: https://www.facebook.com/deutschewellenews/
►Twitter: https://twitter.com/dwnews
►Instagram: https://www.instagram.com/dwnews
►Twitch: https://www.twitch.tv/dwnews_hangout
Für Videos in deutscher Sprache besuchen Sie: https://www.youtube.com/dwdeutsch

#Poland #Hanukkah #antisemitism",12/13/2023 9:44
P9vCJx8_-m4,Palestinians in Gaza queue for drinkable water amid Israeli onslaught,2023-12,2416275,TRT,"Palestinians gather around a truck distributing bottled water amid a severe water shortage in Palestine’s blockaded Gaza enclave.

Limited and contaminated water supplies caused by Israel’s onslaught on Gaza is leading to widespread infections and disease, mainly among children.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-13T11:40:52Z
Ll9qRViwasc,'We have a right to know’: British MP questions UK arms trade with Israel,2023-12,166638,TRT,"“What is the government’s price tag for humanity?”

British MP Apsana Begum questioned the UK’s arms dealings with Tel Aviv in connection with Israel’s killing and destruction in Palestine’s Gaza during a parliamentary debate on December 12.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-13T11:53:42Z
ILEASZVw7VI,Palestinian father forced to bury baby in the street | AJ #shorts,2023-12,84034,AJ,"This Palestinian father in Gaza say he was forced to bury his baby at the side of a street because cemeteries are cut off by Israel’s ongoing military operations. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-13T12:38:05Z
1Lm17G4gFnU,Jerusalem bookshop serves as a repository of Palestinian culture for visitors,2023-12,67759,TRT,"The Educational Bookshop, a Palestinian cafe and bookstore in occupied East Jerusalem, is a repository of Palestinian culture, history and heritage for visitors seeking the truth about Palestine amidst decades-long Israeli occupation and misinformation campaigns.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-13T12:54:47Z
LG2rSzlfFh0,Pro-Palestinian protesters target Zara over ad campaign | AJ #shorts,2023-12,179511,AJ,"Fashion chain Zara has been the target of pro-Palestinian protests and calls for a boycott after the release of promotional photos said to resemble the war in Gaza. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-13T16:36:54Z
QilU5opqLVQ,Gaza’s Jabalia refugee camp hit by flooding after heavy rain,2023-12,155865,TRT,"Flooding hit the Jabalia refugee camp in northern Gaza on December 13, amid Israel’s assault on the besieged Palestinian enclave. Footage shows a man carrying the body of a child while walking through the thigh-deep flood waters.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-13T17:44:36Z
4rhzwyzN-9k,Wife of Obama advisor harasses Harvard student with keffiyeh,2023-12,244746,TRT,"“Thank you for walking through neighborhoods with your terrorist scarf.”

This woman harassed a Harvard student on campus for wearing a keffiyeh in support of Palestine. The woman was identified as Eve Gerber, the wife of Harvard professor Jason Furman who was an adviser to former US President Obama.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-13T18:18:47Z
YS4A4Z0AICA,Displaced Palestinians “don’t have anything to survive on” | AJ #shorts,2023-12,90150,AJ,"“They are suffering right now. They don't have anything to survive on.” Al Jazeera’s Tareq Abu Azzoum observed the deteriorating conditions many Palestinians are being forced to endure after being told to evacuate to so-called safe areas by Israel.  

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-13T19:14:55Z
vkULkt7QQc4,Anti-Zionism Jewish protesters shut down major freeway in US,2023-12,396513,TRT,"Dozens of anti-Zionism protesters have shut down a major freeway in Los Angeles, California to demand a ceasefire in Israel’s war on Gaza.

Several motorists scuffled with protesters who formed a human chain to block traffic.

According to California Highway Patrol, 75 people were detained for participating in this human barricade.

Subscribe:
http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Visit our website: http://trt.world",2023-12-14T05:06:06Z
PBPHptUUQko,Israeli attack destroys mosque in Gaza | AJ #shorts,2023-12,50989,AJ,"Al Jazeera’s Anas Al Shareef reports from the scene of an Israeli air raid which destroyed a mosque in northern Gaza. The UN says Israel has hit more than 100 mosques in Gaza since October 7.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-14T08:41:38Z
XVuKIUCkDEI,This is how Gaza's Al Shifa Hospital looks post-Israeli raids,2023-12,655259,TRT,"Distressing scenes captured on December 13 reveal the destruction left behind by Israeli raids on Al Shifa Hospital in Palestine's Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-14T08:59:48Z
ev2jMIzOS8Y,Belgian MEP Botenga condemns the EU for its stance on Gaza,2023-12,215074,TRT,"“When the same thing was happening in Ukraine, you were talking about genocide.”

Belgian MEP Marc Botenga, speaking at a plenary meeting on December 12, denounced the EU for remaining “complicit” in the crimes Israel is committing in Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-14T12:13:25Z
fGQjMpTPsMY,Irish PM urges EU leaders to call for humanitarian ceasefire in Gaza | AJ #shorts,2023-12,70591,AJ,"“The European Union has lost credibility.” Irish Prime Minister Leo Varadkar is insisting it is time for other EU states to demand a ceasefire in Gaza, adding that the bloc’s failure to have a united position on the Israel-Hamas war is affecting its reputation worldwide. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-14T14:24:47Z
3EEqNFxk8w4,"Israeli troops raid Jenin mosque, sing Hebrew songs from loudspeakers",2023-12,103429,TRT,"Israeli soldiers sang Hanukkah songs and recited the Jewish prayer of Shema over the loudspeakers of a mosque they had raided in the occupied West Bank's Jenin.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-14T15:15:44Z
FRe-cj0oEHs,Protest at Zara store in Melbourne over ad evoking Gaza carnage,2023-12,387916,TRT,"Protestors stormed a Zara store in Melbourne, Australia, over its ad campaign featuring a model carrying a human figure wrapped in white, which bore a great resemblance to images from Palestine's Gaza.

Zara withdrew the ad on December 12, stating that “some customers felt offended by these images” and claiming people had misunderstood the campaign.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-14T15:31:15Z
_VrT_aXrXqg,US trade unions join global call for Gaza ceasefire,2023-12,251366,TRT,"“This is the time for workers to leverage our labour power to stand in uncompromising solidarity with the cause of Palestinian freedom”

Major US trade unions join Cori Bush, Rashida Tlaib, Ilhan Omar and Alexandria Ocasio-Cortez to demand an immediate ceasefire in Israel’s war on Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-15T06:12:36Z
